"id","bond_id","trade_price","weight","current_coupon","time_to_maturity","is_callable","reporting_delay","trade_size","trade_type","curve_based_price","received_time_diff_last1","trade_price_last1","trade_size_last1","trade_type_last1","curve_based_price_last1","received_time_diff_last2","trade_price_last2","trade_size_last2","trade_type_last2","curve_based_price_last2","received_time_diff_last3","trade_price_last3","trade_size_last3","trade_type_last3","curve_based_price_last3","received_time_diff_last4","trade_price_last4","trade_size_last4","trade_type_last4","curve_based_price_last4","received_time_diff_last5","trade_price_last5","trade_size_last5","trade_type_last5","curve_based_price_last5","received_time_diff_last6","trade_price_last6","trade_size_last6","trade_type_last6","curve_based_price_last6","received_time_diff_last7","trade_price_last7","trade_size_last7","trade_type_last7","curve_based_price_last7","received_time_diff_last8","trade_price_last8","trade_size_last8","trade_type_last8","curve_based_price_last8","received_time_diff_last9","trade_price_last9","trade_size_last9","trade_type_last9","curve_based_price_last9","received_time_diff_last10","trade_price_last10","trade_size_last10","trade_type_last10","curve_based_price_last10"
2656,42,105.5,10.0296839,9.25,4.274764208,0,11.931,375000,2,106.4125902,596023,106.575,1000001,3,106.3657297,675299,106.25,1000001,4,106.1621469,675422,106.375,1000001,4,106.1621469,675740,106.125,1000001,4,106.1621469,1125391,106.25,330000,3,106.3782324,1126272,105.75,1000001,2,106.3870791,1192252,106,250000,2,106.4629138,1557768,106.25,330000,2,106.5801848,1825956,106.5,713000,3,106.9448857,2508773,106.5,1000001,2,107.0962893
2680,50,100.799,3.545743162,2.375,0.631503294,0,74901.114,2000,2,101.3187737,74490,100.799,2000,2,101.3157054,75590,101.086,4000,4,101.320645,75594,100.986,4000,2,101.320645,76430,101,10000,4,101.3323742,77033,100.799,2000,4,101.3386702,78860,101.35,7e+05,3,101.341832,146995,101.439,50000,3,101.3429118,231803,101.105,5000,4,101.3461801,231803,100.905,5000,2,101.3461801,238027,101.419,5000001,2,101.3514869
2818,55,108.75,1.123285152,5.75,2.337691296,0,27.28,1e+05,2,109.7039761,7475,109.921,108000,3,109.7029645,695927,108.892,150000,2,109.9000822,1302549,110.418,10000,4,110.327023,1302559,110.568,10000,3,110.327023,1302559,110.418,10000,4,110.327023,1722654,110.508,2e+05,3,110.3803307,1722724,110.504,2e+05,3,110.3803307,1829671,109.512,180000,2,110.449788,2154631,110.625,125000,3,110.477857,2155501,110.569,125000,4,110.4367003
2856,62,108.177,0.737196573,4.5,2.345848848,0,9.73,575000,2,108.3741072,3219,108.437,4e+05,3,108.3858253,94722,107.863,15000,4,108.5163738,94727,107.596,15000,2,108.5163738,453080,107.902,25000,4,108.6071095,453080,107.902,25000,2,108.6071095,525468,108.266,35000,4,108.6098519,525483,108.266,35000,4,108.6098519,525483,108.266,35000,2,108.6098519,604811,108.692,75000,3,108.599191,606167,108.44,1e+05,2,108.5835064
2946,63,108.5,7.463659521,7.625,3.104913369,0,9.995,570000,3,108.1680061,330059,108,70000,2,108.0466302,330198,108.25,1000001,3,108.0466302,333342,108,1000001,2,108.0527737,351859,108,185000,2,108.0592206,421596,108,750000,3,107.6648468,422566,107.54,910000,2,107.6599968,429613,108.5,1e+05,3,107.6709115,508942,108,5000,4,107.8780182,509020,108,5000,4,107.8780182,512442,106,5000,2,107.8765632
3067,71,135.799,0.309074793,6.5,27.24754528,0,855.955,6e+05,2,138.2649985,565,135.799,6e+05,2,138.2825657,502027,137.202,250000,2,135.3975395,502027,137.588,250000,3,135.3975395,1030511,132.561,1e+05,4,132.5280898,1030619,132.516,1e+05,2,132.5280898,1031155,132.561,1e+05,2,132.6654954,1707303,132.151,2e+05,2,133.8741323,1813772,131.107,175000,2,134.1469735,3779811,137.366,1e+05,3,134.6541837,3780091,137.366,75000,3,133.9901098
3088,77,145,0.965741317,7.45,27.8718837,0,1.559,10000,2,147.653616,5525,146.813,30000,2,146.8337159,6990,146.31,160000,4,146.5214822,453683,147.199,893000,4,148.0394459,453683,147.199,107000,4,148.0394459,454244,147.136,1e+06,4,148.342234,454651,145.87,5e+06,2,148.342234,506402,149.251,8000,4,148.8955946,515688,149.251,8000,3,149.4296626,527687,149.794,1e+06,2,149.7243709,539152,149.34,3e+06,2,149.4259471
3192,80,125.015,1.185779503,8,7.688334986,0,1.873,5000,4,124.5106905,8330,122.471,10000,2,124.2961968,77514,124.374,10000,4,124.2774109,80879,124.049,10000,2,124.2626009,338985,124.53,25000,4,124.3721596,338985,124.53,25000,4,124.3721596,338986,124.03,25000,2,124.3721596,510834,124.227,5000,2,123.6773193,528080,124.811,1000,2,123.8104532,529729,126.633,15000,3,125.1523801,529782,126.633,15000,4,125.1523801
3197,90,120.8262,3.665458214,6,7.40368573,0,17.816,10000,4,121.2515129,79605,120.449,25000,4,120.97906,87379,121.088,25000,3,121.149811,174183,120.126,15000,2,120.9009054,243027,119.718,21000,2,120.8215192,254785,119.391,35000,2,120.7460048,267810,120.078,14000,4,120.7869459,510984,119.267,10000,4,120.7846957,510986,119.18,10000,2,120.7846957,592706,119.678,6000,2,121.0956123,595565,119.364,5000,4,121.2176244
3356,91,136.562,3.279597271,6.875,27.41767269,0,1.011,502000,4,134.7930829,63727,137.332,1e+06,3,134.0469047,69875,133.021,55000,4,133.9456421,76009,135.181,235000,3,134.603761,167277,134.156,10000,2,133.8659039,167335,135.156,10000,4,133.8659039,494791,134.248,4e+05,2,132.4692108,508361,134.191,5e+05,3,132.1164464,580207,134.308,226000,4,134.1883667,580389,134.245,205000,4,134.2386097,580939,134,21000,4,134.1430397
3492,93,130.15,3.649029376,5.96,27.35139794,0,0.671,2640000,2,133.3271505,78893,135.554,154000,4,132.9930388,704578,136.422,50000,4,132.9199463,704715,136.462,50000,3,132.9643143,1129481,133.104,1e+06,2,133.9265204,1891776,133.495,550000,2,130.2936205,3192121,130.537,350000,4,127.9272844,3192826,130.6,350000,4,126.7021711,3531001,130.504,1e+06,3,128.8001272,3635441,130.108,1300000,3,128.1472723,5368503,128.48,2e+05,3,128.4560148
3504,102,126.811,6.580952789,6.95,7.4174373,0,6.299,35000,2,126.2364699,256605,126.416,55000,2,126.0775627,596202,126.722,12000,2,125.9659213,684585,126.722,10000,4,125.2301303,684586,126.815,10000,3,125.2301303,1109936,126.537,5000,2,125.6144238,1109936,127.662,5000,4,125.6144238,1286929,128,50000,4,126.1174308,1286929,128,50000,2,126.1174308,1731655,129.129,1e+05,3,127.2812833,1989004,128.365,35000,3,127.5090222
3561,106,110.853,9.238088008,5.95,2.40383911,0,1.836,350000,2,110.8919319,505653,109.3161,20000,2,110.9583377,505702,109.3161,20000,4,110.9583377,1121736,109.547,25000,4,110.7037805,1121738,109.547,25000,4,110.7037805,1121738,109.047,25000,2,110.7037805,1547073,110.6623,20000,3,110.8470975,1547083,110.6623,10000,3,110.8470975,1547099,110.6623,10000,3,110.8470975,1553032,110.6623,20000,4,110.8542201,1557906,110.84,25000,2,110.8494119
3620,111,130.321,0.012991383,9.375,7.364917452,0,42.236,10000,2,130.809392,0,130.321,10000,4,130.809392,18771,131.1719,10000,4,130.9115629,19150,132.0517,125000,3,130.9115629,80713,130,25000,2,131.0357376,82421,130.641,5000,2,131.0589416,88854,130.7,25000,4,130.9090207,103969,130,10000,4,130.5395723,103969,130,10000,2,130.5395723,168258,131.356,25000,3,130.1834865,177205,130.906,1600000,3,130.0279787
4117,139,107.845,0.012991383,5,2.389737018,0,17.398,16000,4,108.5538044,0,107.969687,16000,3,108.5538044,13,107.845,16000,4,108.5538044,4187,107.002,25000,4,108.5726535,4188,106.601,25000,2,108.5726535,3111169,108.372,25000,3,109.071662,3203210,107.51,25000,2,109.1221048,3203210,108.051,25000,4,109.1221048,4139684,109.4,15000,3,109.2559286,4341223,109.459346,5000,3,109.1495678,4341223,109.2992,5000,4,109.1495678
4171,142,151.287,3.076380238,7.2,27.38218244,0,279.718,250000,4,151.6102167,56074,152.932,4e+05,4,153.021995,56235,152.994,4e+05,4,153.0724598,56948,153.311,4e+05,3,153.2396023,59243,151.874,5e+06,2,152.9310577,59924,153.832,2e+05,3,152.9642264,61882,151.898,10000,4,152.5406398,61882,151.898,10000,4,152.5406398,61882,150.379,10000,2,152.5406398,65815,152.612,275000,3,152.9536015,78020,153.198,2e+05,3,151.8960662
4467,152,126.22,0.694401247,6.2,7.370475069,0,78.21,6000,4,126.114503,2856,126.014,349000,2,126.1314643,6063,126.389,3000,2,126.1977805,6063,126.389,3000,4,126.1977805,6250,126.657,5000001,2,126.1977805,6561,126.656,2e+06,2,126.0295255,6576,126.4,10000,4,126.0295255,6576,126.4,10000,4,126.0295255,6576,126.3,10000,2,126.0295255,6666,126.104,4000,2,126.0295255,6666,126.354,4000,4,126.0295255
6087,153,133.597,5.405102146,6.05,27.41700655,0,4.51,150000,3,130.1202012,173099,134.155,1e+05,3,129.1661746,702267,129.634,80000,3,126.0952599,1483863,135.525,1200000,3,130.2217445,1893876,129.659,750000,2,128.9301519,1893877,129.659,750000,3,128.9301519,1904561,129.178,3e+05,3,128.6125276,1904561,129.178,3e+05,2,128.6125276,1906102,128.888,1200000,2,128.2243531,1989358,129.062,120000,3,128.3709304,2417312,136.672,4e+05,3,128.9770194
6131,156,108.542,3.351902584,4.15,2.902537496,0,2.525,3345000,3,108.1978111,66568,108.348,3335000,2,108.2038174,1537402,108.15,50000,3,107.4992805,1537725,107.8133,50000,4,107.5380704,2052783,106.401,45000,2,107.3400634,2401567,106.875,50000,4,107.3095975,2401567,106.475,50000,2,107.3095975,2667098,107.694,20000,4,107.7922972,2667117,107.694,20000,3,107.7922972,3358529,107.99,250000,3,107.7426438,3360633,107.513,250000,2,107.7457853
6183,161,101,34.001161,7.125,11.6030677,0,36.856,50000,2,103.6901513,6849781,102,8000,4,100.6647967,6849781,103.5,8000,3,100.6647967,6849783,102,8000,4,100.6647967,7024652,103,10000,3,101.6411644,7024674,103,10000,4,101.7492724,7257903,113.349,10000,4,101.4049272,7259701,113.349,10000,4,101.3649233,7259761,107.5,10000,3,101.3649233,7259761,113.449,10000,3,101.3649233,7363409,113.349,10000,4,101.3654438
6199,162,130.684,0.307157607,9.25,7.33727378,0,3.082,175000,2,133.885161,558,132.289,2e+06,2,133.8826333,11732,132.872,1650000,3,133.7433743,695731,132.074,2e+05,2,133.2520252,3036593,133.717,5000,4,133.8300147,3036594,135.217,5000,3,133.8300147,3036613,133.717,5000,4,133.8300147,3124868,132.578,1655000,2,134.1404029,3641104,131.188,60000,2,134.4241971,3657173,133.13,3300000,3,134.1533455,3660409,133.16,3978000,3,134.1124345
6216,164,110.497,5.35851618,5.5,2.447574369,0,1.712,35000,2,110.5621042,170128,110.4724,13000,4,110.531245,170143,110.4411,13000,4,110.531245,170179,110.619,12000,4,110.531245,170183,110.5877,12000,4,110.531245,170189,110.626,10000,4,110.531245,170199,110.5947,10000,4,110.531245,180806,110.801,740000,3,110.4458752,256574,110.643,65000,2,110.3904152,519618,110.518,525000,2,110.4821144,522432,110.486,1e+06,2,110.4761517
6495,166,118.4627,10.09133603,5.45,7.323767234,0,26.514,2e+05,4,118.6406214,603373,118.488,260000,2,118.9433805,1142272,119.627,1e+05,4,119.076782,1142287,119.667,1e+05,3,119.1348698,1740653,120.029,25000,3,118.4333045,2337217,121.543,20000,3,119.4378363,2421049,120.268,4000,4,119.8010928,2421059,120.268,4000,4,119.8010928,2421094,120.268,4000,4,119.8010928,2421094,120.468,4000,3,119.8010928,2954212,119.09,3900000,2,119.6641373
6554,173,111.502,0.031822258,7,6.408654094,0,9.484,10000,4,110.7358492,5,112.617,10000,3,110.7358492,187585,110.575,20000,4,111.7827245,187586,110.022,20000,2,111.7827245,367765,112.448,10000,4,112.1347117,367770,112.448,10000,4,112.1347117,367770,113.698,10000,3,112.1347117,772739,109.898,10000,2,111.4363618,787512,110.898,10000,4,111.7506329,942814,110.541,5000001,2,112.4995108,949755,110.812,80000,2,112.6615706
6641,175,121.4014,0.063644517,5.125,7.400539242,0,113.458,5000,3,120.9586232,23,121.4014,5000,3,120.9586232,110,121.4014,10000,4,120.9586232,2705,120.714,5000,4,121.0117357,2705,120.714,5000,2,121.0117357,8224,120.744,35000,2,121.0135681,16623,120.903,30000,4,120.7369315,16623,121.003,30000,3,120.7369315,16641,120.903,30000,4,120.7369315,446605,121.926,30000,3,120.5311242,446739,121.926,30000,4,120.5311242
6815,195,125.706,3.277177644,8.25,7.450498981,0,1.128,10000,4,126.3749495,63633,126.02,75000,2,126.4783349,65550,126.298,2e+05,3,126.5049503,72232,126.071,1e+05,2,126.2028644,85832,125.736,7e+05,2,126.112005,86971,125.5,2e+06,2,125.9913462,155013,125.463,10000,2,125.9802849,161129,125.513,410000,2,125.8924367,232899,124.949,70000,2,125.6983143,239224,124.885,10000,3,125.7327311,245165,124.825,370000,2,125.7002068
6996,198,124.859,5.531644654,6.65,7.447307995,0,1.062,5000,4,124.2817923,181299,124.775,160000,2,124.1557509,267306,123.384,5000,2,124.2191086,608349,124.438,40000,3,123.7637455,682327,123.651,90000,4,123.9056867,690228,122.562,5000,2,123.9456821,695520,123.88,315000,4,124.260072,854356,123.2,1e+05,2,123.6597593,862802,123.3,1e+05,4,123.7608547,865865,123.364,1e+05,4,124.0382377,1289132,124.884,4e+05,2,124.9737032
7046,202,113.412,4.001936303,7.5,2.446992081,0,64.728,50000,3,113.3237202,94891,113.09,25000,4,113.3496509,94931,113.09,25000,3,113.3496509,176370,113.271,1500000,3,113.233253,179980,113.161,10000,3,113.1412759,619437,112.7604,1e+05,4,113.1607914,627750,113.055,10000,4,113.1823067,627783,113.055,10000,4,113.1823067,627783,113.555,10000,3,113.1823067,706065,113.036,5000001,3,113.0660168,789265,112.957,5000,4,113.0113843
7223,223,123.306,0.134383906,6.35,7.416986561,0,1.816,17000,3,122.5696508,106,123.336,15000,2,122.5696508,488,124.878,2000,4,122.4315365,490,122.803,25000,2,122.4315365,701,124.878,2000,3,122.4315365,8615,122.931,3000,2,122.4135491,8615,122.931,3000,4,122.4135491,8620,122.544,4000,4,122.4135491,8620,122.294,4000,2,122.4135491,24216,122.9924,30000,4,122.3505449,24368,123.0424,30000,4,122.3505449
8214,235,124,6.52644702,8,7.951537585,0,0.712,25000,4,124.5749017,252372,120.26,25000,4,124.3693601,252372,119.658,25000,2,124.3693601,257823,120.26,25000,4,124.4090515,595440,123.789,20000,4,125.0210512,595921,123.789,20000,4,125.6047587,595927,123.875,20000,3,125.6047587,597732,119.662,185000,2,126.5323632,597732,119.662,185000,4,126.5323632,597903,120.5,185000,4,126.5323632,1725774,125.771,20000,4,126.5695523
8266,236,104.314,3.342826882,5.25,0.948972518,0,19.675,1e+05,2,104.4377352,66208,104.324,10000,2,104.5156268,66208,104.324,10000,4,104.5156268,147494,104.54,29000,3,104.4922116,147501,104.34,29000,2,104.4922116,163192,104.642,25000,3,104.4955175,163192,104.542,25000,4,104.4955175,163195,104.542,25000,4,104.4955175,256240,104.356,10000,2,104.4922127,505431,104.3767,20000,2,104.5341473,517415,104.571,10000,4,104.567636
8616,237,100.2517,8.343401279,0.76625,0.565330725,0,1.267,250000,2,100.464155,412453,99.99,20000,3,100.4529637,424714,100.2533,2e+06,2,100.4530095,932220,100.263,1e+05,2,100.4343785,932909,100.2098,395000,2,100.4350069,1019574,99.62,20000,2,100.4200311,1028658,100.256123,5e+05,3,100.4250205,1120954,100.19,5e+05,2,100.4319933,1121706,100.2393,5e+05,4,100.5270019,1550872,100.263,2e+05,2,100.517872,1628215,99.989,30000,3,100.5288806
8637,243,128.192,3.068304942,7.85,17.49983231,0,8.286,5000,4,130.7804166,55780,125.75,5000,2,131.1410363,404405,125.5,10000,2,130.303035,585944,126,12000,2,127.2298834,673213,131.8438,5000,3,128.9292948,1728063,128.257,4e+05,2,127.8211409,1888203,127.29,2455000,2,123.5191229,4056829,126.544,1080000,3,117.5183635,4384955,129.5113,15000,3,122.9571333,4384956,129.5113,15000,3,122.9571333,4980247,125.25,190000,2,124.2367191
8648,283,117.829,16.66159375,5.45,7.258000456,0,7.622,20000,4,118.7785344,1644834,116.576,10000,4,118.7897785,1644928,116.576,10000,4,118.8450619,1644928,116.676,10000,3,118.8450619,2689548,119.435,20000,3,120.9094403,2689549,118.235,20000,4,120.9094403,3473595,120.352,1e+05,3,120.363616,3473595,119.352,1e+05,4,120.363616,3473595,119.307,1e+05,4,120.363616,3890892,119.006,20000,3,119.8085289,3890897,118.768,20000,4,119.8085289
8673,324,110.7,3.433364589,5.625,2.486099493,0,25.403,450000,3,109.772598,69843,109.845,250000,4,109.8108745,69873,110.445,250000,3,109.8108745,78381,109.613,20000,3,109.8434422,150666,109.609,5000,3,109.6364849,150683,109.558,5000,4,109.6364849,155302,109.397,5000,2,109.6257399,173959,109.553,20000,3,109.4865825,173977,109.553,20000,4,109.4865825,238067,109.569,40000,3,109.5169196,239297,109.5,180000,3,109.5233469
8927,335,116.344,3.655983721,9.375,2.428766268,0,2812.984,1e+05,3,115.5481339,79194,115.638,5e+05,2,115.5578243,748498,115.95,230000,2,115.5892035,761841,115.95,230000,4,115.2980374,852981,116.29,1000001,3,115.0132901,853018,116.29,1000001,3,115.0132901,858018,116.04,717000,3,114.9985618,1209246,115.2,230000,4,114.6377521,1209248,115.1,230000,2,114.6377521,1727019,115.71,1000001,3,114.6746407,2931431,114.357,5e+05,2,114.8117635
8949,339,119.0266,5.061640047,9,7.486033705,0,1.076,1e+05,4,120.0078836,151799,117.777,5e+06,2,120.4061616,153730,118.154,4e+06,3,120.491103,154162,118.141,1e+06,3,120.491103,158019,118.405,10000,2,120.4921567,161213,118.918,180000,2,120.3118527,161572,117.547,60000,2,120.3874818,161638,118.551,9000,4,120.3874818,161641,118.773222,9000,3,120.3874818,173633,118.174,1e+05,2,120.412531,250344,118.443,690000,2,120.1599752
9157,353,118.711,5.317063562,5.625,7.866420303,0,3.31,7000,3,120.0085307,167506,118.552,10000,4,120.546193,167506,118.652029,10000,3,120.546193,798631,117.7433,10000,4,119.4854325,798631,117.843371,10000,3,119.4854325,860820,118.242,15000,3,121.0125465,860820,118.109,15000,4,121.0125465,885385,118.067,5000,4,121.2352498,885385,118.227031,5000,3,121.2352498,1561103,120.468285,21000,4,123.2319335,1561117,120.568329,21000,3,123.2319335
9168,365,104.951,3.491928003,5,1.485854029,0,0.349,4000,4,105.2081714,72246,105.264,25000,3,105.3457705,246300,105.5,25000,3,105.2569541,246302,105.5,25000,4,105.2569541,523049,104.279,15000,2,105.3692738,523063,104.299,15000,4,105.3692738,523063,104.279,15000,4,105.3692738,604268,105.25,25000,3,105.1390785,770805,104.501,25000,4,105.0958383,770806,104.109,25000,2,105.0958383,1112812,105.148,7000,3,105.0011941
9253,381,120.427,3.863052648,7.85,18.04212353,0,5.204,10000,2,120.7724019,88419,123.032,15000,3,121.0167346,167281,121.949,8000,3,121.9158595,167281,121.849,8000,4,121.9158595,167287,121.849,8000,4,121.9158595,171434,120.654,79000,4,121.6513149,171434,120.654,79000,2,121.6513149,171437,120.654,79000,4,121.6513149,182077,121.197,175000,4,121.3097339,254872,125.72,25000,3,121.2191704,255229,122.711,25000,4,120.8002146
9418,392,99.634,0.022501735,7.5,11.60923803,1,-1.644,5000,4,101.8763317,2,98.934,5000,2,101.8763317,240207,99.02,23000,2,102.2002051,240240,99.77,23000,4,102.2002051,336165,99.63,182000,2,101.4036355,338408,101.07,2000,3,101.1720398,418169,101,50000,4,101.2124972,418205,101.1,50000,3,101.2124972,418205,101,50000,4,101.2124972,418222,101,50000,4,101.2124972,515263,98.5,2000,2,101.5814419
10073,395,118.45,7.639054463,8.91,5.822314121,0,0.882,30000,4,116.4165351,345754,119,3000,4,116.9616511,345786,119,3000,3,116.9616511,345804,119,3000,4,116.9616511,349498,115.325,10000,4,117.0339227,349512,115.425,10000,3,117.0339227,366101,115,114000,3,116.9915308,699485,116.25,4e+05,3,117.2366674,710621,116,4e+05,4,117.5948604,3564407,118.8,3000,4,115.7696449,3564427,118.75,3000,4,115.7696449
10084,396,105.83,3.559093521,5,1.485651716,0,27.487,10000,3,105.2286193,75052,103.685,8000,2,105.3168563,75112,103.685,8000,2,105.3533253,75174,103.685,8000,2,105.3533253,75556,104.688,25000,4,105.3533253,165194,104.813,25000,2,105.2894722,514937,102.838,25000,2,105.3398671,514937,104.69,25000,4,105.3398671,514937,104.67,25000,4,105.3398671,600580,105.296,17000,3,105.1887732,600638,105.296,17000,4,105.1887732
10153,402,108.991738,5.146424332,4.125,3.483086247,0,1.125,1990000,2,108.7973167,156927,108.986,5000,4,108.8556604,156931,109.186,5000,3,108.8556604,694073,108.63,2e+05,3,108.8143501,1283136,109.542,1e+05,3,108.7914711,1889410,109.061,20000,4,109.240719,1889417,109.161,20000,3,109.240719,1982906,108.56,25000,4,109.3148969,1985159,104.955,25000,2,109.287295,1985159,105.655,25000,4,109.287295,1985164,105.655,25000,4,109.287295
10239,407,116.939,0.678418904,8.95,2.285555498,0,343420.822,1900000,3,117.0142402,2726,117.09,5000001,3,117.0075255,7827,117.625,25000,3,117.0068168,7973,116.252,1000,2,117.0019915,8748,117.3244,25000,4,116.9979844,8748,117.3244,25000,4,116.9979844,9669,116.894,5000001,4,116.9968457,9673,116.84,390000,2,116.9968457,9693,116.862,5000001,4,116.9968457,18465,116.752,8000,2,116.995918,340315,116.8,5000,2,116.9902718
10314,428,113.738,0.199577406,6.3,7.477320202,0,3.097,4000,4,113.7102592,235,112,14000,2,113.6747847,257,113.467,14000,4,113.6747847,3871,113.874,15000,4,113.6992,3871,113.874,15000,3,113.6992,3887,113.874,15000,4,113.6992,4646,113.708,2e+05,4,113.7358559,11002,112.117,10000,2,113.6828257,11750,115.274,10000,3,113.6430039,11750,113.774,10000,4,113.6430039,11754,113.774,10000,4,113.6430039
11586,441,107.6875,0.419362151,5.95,1.775584834,0,12.685,170000,4,107.8617197,1041,107.767,5e+05,4,107.8444853,1216,107.851,5e+05,3,107.8444853,94517,108.241,50000,3,107.5257187,94518,108.201,50000,4,107.5257187,343555,107.244,905000,2,107.6631152,538934,107.579,1510000,2,107.6621817,538934,107.588,1510000,4,107.6621817,1295929,108.367,2e+06,3,107.8968072,1296924,108.143,2e+06,2,107.8780908,1739651,108.384,185000,3,108.0196183
