,2017-08-18,2017-08-21,2017-08-22,2017-08-23,2017-08-24,2017-08-25,2017-08-28,2017-08-29,2017-08-30,2017-08-31,2017-09-01,2017-09-05,2017-09-06,2017-09-07,2017-09-08,2017-09-11,2017-09-12,2017-09-13,2017-09-14,2017-09-15,2017-09-18,2017-09-19,2017-09-20,2017-09-21,2017-09-22,2017-09-25,2017-09-26,2017-09-27,2017-09-28,2017-09-29
KBH,1.261343041914377,1.056446394074119,0.8532584580326801,0.6543459335545323,0.4612916543652912,0.27384180792288215,0.08571490311211137,-0.061871938672618886,-0.1921799563513768,-0.2899110987800887,-0.33846079357201897,-0.3298290121442633,-0.2871921301108401,-0.253694865565196,-0.24956296182389248,-0.26294151484643663,-0.28001994853132056,-0.31037242863471803,-0.37527154458483697,-0.4751249298254416,-0.5818720065042594,-0.6521389869192343,-0.6639466835088889,-0.6263459364346076,-0.5040985248469895,-0.3771409239742217,-0.23969440897645802,-0.08721645437506112,0.08295178128536679,0.27095900199938944
DTJ,-0.7441568999085875,-0.659083346946078,-0.5779213378671398,-0.5014540314172528,-0.4293881413192773,-0.3606698475538636,-0.29382488774754884,-0.22577702403332003,-0.14785443081077548,-0.04811960453426671,-0.020570898181019592,-0.030209528384847962,-0.0689720808811061,-0.11996442552745204,-0.17845566683468891,-0.24730552646620477,-0.32453682508132886,-0.398501588771865,-0.44441635893960185,-0.45142131230544114,-0.4230173021156258,-0.3072229543832375,-0.18610205703733645,-0.06791342603162051,0.05142062602550278,0.17499041867022208,0.30496670673707343,0.4423257132083045,0.5871139842673929,0.7388558839052246
ARW,-2.125956182221192,-1.8726112713745713,-1.6239354691565213,-1.3807686118171425,-1.145236985637886,-0.9210634408595697,-0.7193264167863952,-0.6472627777201334,-0.5940863987196738,-0.5479023831414379,-0.5033547542785278,-0.4559161676184148,-0.4166599153230097,-0.36939720182949454,-0.2622145213650013,-0.11083637649370155,0.04940267887810708,0.20658357491186302,0.3582092387067995,0.49414907393465063,0.6116234444920123,0.7184877344239349,0.8166255142837204,0.9030892558194858,0.9694873891086276,1.0338315252634078,1.0988764879583859,1.1646453647078254,1.2303307264492929,1.2950184870891905
PGTI,-1.4762213658958443,-1.425084507407478,-1.3684581949504033,-1.307881699423368,-1.2464677518815999,-1.1865522848413557,-1.0832771216015045,-0.92466189532994,-0.7093824709687873,-0.4662399643602461,-0.2212174355397189,-0.0250429433862444,0.12743225359654098,0.2633348039175342,0.37117188656268923,0.4272684926657617,0.4328459431765958,0.4202366254421066,0.4113465067576965,0.41314519706927183,0.41926299949334833,0.42413602385224186,0.4366254562082608,0.4839103567028477,0.5912544012040502,0.8095550733099007,1.0229285057649777,1.240350376335746,1.4679868180407132,1.7091602111615107
NLSN,-0.3886181632017106,-0.4257603404409016,-0.4640478966575262,-0.5030620884772257,-0.5425388282822889,-0.5820261577122526,-0.6210139277503461,-0.6594240447277971,-0.698424575732186,-0.7432137008769678,-0.7704361579353991,-0.7783879704172317,-0.7625921688783092,-0.7169788641206831,-0.6411887569892313,-0.5393314643626189,-0.41503858901523893,-0.26693247020676353,-0.09185549295059536,0.10823324188698939,0.322175576424498,0.5263306655743578,0.7230987931110464,0.9188078958929804,1.1140444613377862,1.3086806388866843,1.5023022148447454,1.6943261141278274,1.884273492451248,2.072028709528148
SLB,-1.3972709450575824,-1.3326130274796928,-1.2649442571478866,-1.1941887437086152,-1.1204445656778053,-1.043885039359392,-0.9646623427962432,-0.8832573075853245,-0.8004578000548243,-0.7137181639243863,-0.6003874096980177,-0.4774549818308049,-0.3447217338758703,-0.20227144398723537,-0.05231777451109456,0.09411173311024222,0.2277511400067455,0.3483362624507463,0.46160267763761487,0.5721946444732696,0.6815190520081036,0.7775156736791947,0.870894397216774,0.9635898869362068,1.0557599210765258,1.147548136634711,1.2389311106226346,1.3297358865374937,1.419876631820812,1.5093852624494726
ONDK,0.09196522179952996,0.13856176826558828,0.18092139472342922,0.21851669910599378,0.25111814729931553,0.27876833903579473,0.3018909888523721,0.3217910363444519,0.3408324072168088,0.36241542236887575,0.3886140994803524,0.3620269328373337,0.31555579543945256,0.25284839097030387,0.18013620272831188,0.0983997883227479,0.008000091302414133,-0.0830732322322507,-0.1611393799129881,-0.21805380598996404,-0.23397603119728674,-0.24031700627520503,-0.24514453013825926,-0.24930292087659014,-0.2531321820189666,-0.2570583632313095,-0.26086663427974494,-0.263584455533157,-0.26385470708686465,-0.2611203130193543
CAA,-0.940835395093931,-0.9554555931049401,-0.9613727069461181,-0.9595443038544588,-0.9523690223803325,-0.9425467510755239,-0.9297116867163313,-0.8698530545456387,-0.8016550982947354,-0.7244166209156241,-0.6274555963336336,-0.5055678680306281,-0.36673837969620415,-0.23037735370189158,-0.113587210970449,-0.008621160691221652,0.11224867905390928,0.23853745214654312,0.3317051664801637,0.38396457347464047,0.4293256875227142,0.4956631589943626,0.5950716637154492,0.7261432887130792,0.9293984836487023,1.1353751846166307,1.348818246077819,1.5710330620586272,1.801459240500423,2.03922265782143
SNR,-0.3935362001967835,-0.1254896843907252,0.11857576971863472,0.3379387989814075,0.5296010154702013,0.6806934603892245,0.745542159287381,0.47847080466945785,0.23774476006141382,0.08257777142949148,-0.06698382903753046,-0.25570033772154827,-0.4144281356961724,-0.36473203455667885,-0.17797359215748232,0.031947925028106706,0.21611999939074775,0.31397555157701384,0.3255696405847114,0.29616925306683844,0.2580929521828226,0.20998686790347298,0.12397115592760466,0.0013041775860762822,-0.04084649407106372,-0.06397850935866019,-0.07671192421826319,-0.08068368509852311,-0.07747115554546712,-0.0672888284168086
BHE,-1.3364017178941519,-1.2526660848405402,-1.1700313041609114,-1.0885259984450353,-1.0082604071429435,-0.9293310090525099,-0.8516963915556104,-0.7752420698400369,-0.6996848112798715,-0.6243266326107609,-0.5485149789227617,-0.4776320421737299,-0.4006341707742338,-0.316929579115635,-0.22913276887470524,-0.1388589131649533,-0.0458232922761216,0.05278323441060561,0.16264283885548858,0.28856492378219545,0.4426814053874181,0.5991386102408284,0.7566880840970697,0.9149579394058436,1.0737315397082396,1.2329325291233726,1.3925725787506966,1.5528550962081256,1.714012369791479,1.8760063848532185
TGT,-0.7420580191293867,-0.8327740610996739,-0.9144876871213775,-0.9844841024828389,-1.0419445371519733,-1.0894382903348205,-1.134791692039093,-1.187609085154659,-1.0693066574449839,-0.8929857409577441,-0.6921752322123926,-0.4835495064302001,-0.2521063592601271,-0.003905729681484508,0.23527576635175831,0.4313808358796336,0.5751087057259094,0.6820601570514624,0.7699441774356737,0.8473475117134027,0.9035633560765707,0.9183386588584534,0.8931726072104101,0.8588252905785936,0.8308569955919998,0.803125711270359,0.7761777426769293,0.7510083289881662,0.7285890943388109,0.7094667314428929
RZB,0.36323523800212476,0.22901955304640748,0.10026664359658073,-0.02395104019353301,-0.14546928535201004,-0.26671979457827527,-0.38990214199926687,-0.5084515108291437,-0.5805768065538953,-0.6319736944542782,-0.6572676032747604,-0.6527226485724735,-0.6272391337459562,-0.5914759933872361,-0.5543802857670995,-0.5177044310384572,-0.47809584285995504,-0.432596025905014,-0.3790640925918137,-0.3155204970415834,-0.22305908874310418,-0.08297048044247825,0.10318271212152466,0.3895695603511253,0.6586298387401508,0.9246827700642414,1.1949005789681129,1.4730623593307615,1.7610708594183544,2.0589141670103257
IRET,0.4776386167698927,0.518457977485946,0.5591176004753207,0.6000805354189139,0.6416741755908751,0.6836389560409162,0.7243516074379783,0.7590930139070958,0.7702284130767506,0.7761330261326497,0.7797931835984457,0.7566977418591223,0.6383705459551186,0.4322255519858343,0.21220414527046189,-0.005105127040518602,-0.22160044142380583,-0.4329584270223214,-0.6466187252035224,-0.8725669448492135,-1.064881011645862,-1.1339452679615722,-1.0815627093827576,-0.9338353223660537,-0.7681738399669694,-0.5975292306224647,-0.4230712750640957,-0.24334904537506435,-0.05652411616377834,0.13919599742020788
MHLA,-0.11803457807926321,-0.05204153023184633,0.005917350292112108,0.056693676057391035,0.10002484858172143,0.13564886070946777,0.16411262421291867,0.1812396037424861,0.09575371242358945,-0.037567435570065734,-0.1940959749674472,-0.3536603138279076,-0.4983629488230964,-0.609120276400022,-0.6836448449287609,-0.7304287538379358,-0.7556356366120186,-0.750336405064383,-0.6973553613491056,-0.59359325928787,-0.45011341746243255,-0.28263011905403473,-0.09589640670721565,0.16487844293443904,0.43338209385026627,0.7064471683867892,0.9858896397349229,1.273487466784153,1.5708715901199573,1.8783522880763792
EDI,-1.5251010980152395,-1.4513387716798494,-1.3752731999464691,-1.2969532766296428,-1.21652711341514,-1.1345645358858756,-1.0517103646093542,-0.9673441712476385,-0.8603824504017094,-0.7393219504718322,-0.6006299137049328,-0.4474398611034452,-0.2880292362816484,-0.12865328583590852,0.03179485555583466,0.1952798559447438,0.35787376190155806,0.5115279333511514,0.6493192538078546,0.7661230109393928,0.8620003792122807,0.9363955277523686,0.9887590042547836,1.007564797248394,1.028527795638875,1.0486507103240923,1.0664296430670466,1.0814441997453337,1.0936159029982684,1.1034920335390117
GWB,-0.27187412538078704,-0.2887098055542668,-0.30873835063117855,-0.3315414455309347,-0.35647520601036947,-0.3828118617420678,-0.4102358898678458,-0.4458055796618167,-0.5221472204125176,-0.612080082851892,-0.6835609863733105,-0.7102141800946481,-0.705955430596588,-0.6921342519321511,-0.6722182839626152,-0.6326368395655858,-0.5541236910300875,-0.4250588771177452,-0.2589023492970814,-0.07370127021203189,0.11262520462033435,0.29994386580208515,0.5060685528023176,0.764118464628751,1.0285735882424465,1.2920251402592178,1.5555581969084908,1.8205035033922632,2.0881165667690063,2.358838556635574
AFC,-0.39169188669641364,-0.46611789319825436,-0.5402338301614781,-0.6123010431727387,-0.680018275159873,-0.7407394436464126,-0.7895424558125181,-0.7833852540715643,-0.7527144875281554,-0.6976785200326727,-0.615138463212251,-0.5300353938738775,-0.4885484456590098,-0.4989896754133576,-0.5295081280545431,-0.5557844194348427,-0.5581944984473932,-0.49756499750779887,-0.33649952179538517,-0.06711438345009599,0.2675297257878033,0.6109800331153189,0.913697657552274,1.1543729688012716,1.2310760629087922,1.3122391734864234,1.3858698816292425,1.4450763501083264,1.489661656018764,1.5226227649676187
WLKP,-0.45963438188272415,-0.3486809713705475,-0.24213801039510405,-0.13996595477045604,-0.042076382375418005,0.05197094592333304,0.14295816245796017,0.23183890673949897,0.3190839908503433,0.39704847613306793,0.4274736739688145,0.4385502349101665,0.4284093749970222,0.40561305451080354,0.38161883359991355,0.36401566522208395,0.3557543379038121,0.35699775703746556,0.36719343089816026,0.3831810513482946,0.4016468271281472,0.3913557576768058,0.30548792151595744,0.1970217810827245,0.08870027280522536,-0.015926274714663236,-0.11897137434123534,-0.22421394147918705,-0.3355844539230638,-0.4564265438957913
AHL,1.6014595315634428,1.5160649227314047,1.4275438337864297,1.3378031642154995,1.2480190370286275,1.1570128783978642,1.0519326712703387,0.8859497146523602,0.6665689524314777,0.4217969153385849,0.1947698540017647,0.0812822546638684,-0.012337792999287885,-0.15557007302544162,-0.28449195220787665,-0.3250829052303381,-0.3101139217137364,-0.32240195057152893,-0.3732129265696246,-0.4131970095673831,-0.4443891229304018,-0.47877695659328195,-0.5215669489736608,-0.5735125172059623,-0.6436611624049325,-0.6992331178779068,-0.7554097970043235,-0.8158772849600394,-0.8802118312838307,-0.9460884451508619
BAF,-1.7437268031388122,-1.594419761321546,-1.4476543027963606,-1.3031238986945572,-1.160343668748553,-1.0193229602797154,-0.8805749310563361,-0.7490569820974908,-0.6132691614949806,-0.45414826241617134,-0.2603001845777995,-0.038259524683497345,0.19187527669269552,0.42021939063889313,0.6467871902027512,0.8482368761809305,1.0033043184942736,1.0965649157351762,1.1183453534021235,1.0532909972166313,0.9253180832433313,0.7916322280838899,0.6599950375844896,0.551201274948233,0.44744325744589913,0.3450820908328651,0.246030472915124,0.15099874512906392,0.059853139031957193,-0.027199914433154712
BBN,-1.4648130626723355,-1.215616415062473,-0.9734930865232201,-0.738403080597893,-0.5106222529772145,-0.2898781479423216,-0.07500062869301503,0.1364251469384276,0.3474791471222956,0.547625084539222,0.6333726214846045,0.67549885904979,0.6783024417870943,0.6548926379837662,0.61481577460444,0.5591897149234643,0.48591939118733235,0.3970731268416083,0.3074338409578454,0.2275521502456444,0.15990602782013413,0.0807121066738075,-0.038858265567840986,-0.17104282050503228,-0.30705262623572027,-0.4434826212169345,-0.5791612388287399,-0.7147302915995777,-0.8520377829654798,-0.9933365976589534
KOF,1.3521032152276864,1.3205258181107469,1.282096938063028,1.2362355408833638,1.182979410114954,1.1239310594747478,1.056702078775862,0.9177828866957125,0.7470222283353583,0.5742045959683282,0.4233977114218441,0.3024052066049039,0.220729317512856,0.1637480647601456,0.10629440475754623,0.0343524226241287,-0.05743796942235112,-0.16693846497103432,-0.29886573674111916,-0.4575655837199002,-0.6238361331740276,-0.7705776515121344,-0.8986641669763927,-1.0181604183693747,-1.1205526712646325,-1.2063974812220433,-1.2895961449569806,-1.3727251237913527,-1.455558403682074,-1.5364478986967587
KAI,-1.1543934257280728,-1.1455302619305885,-1.134732558656714,-1.1217341897364463,-1.105793964412014,-1.0857305150814687,-1.059124443542903,-0.9949986154346017,-0.9166287103591824,-0.8254530115836173,-0.7261320940804445,-0.6184935523916086,-0.5030308719818402,-0.384031404319864,-0.25921498366717516,-0.1254234011966362,0.020071429159642426,0.17612654683850687,0.33680989134956013,0.4936495360917028,0.6432156005096835,0.7865457442520704,0.9239380732250567,1.0511544973623212,1.1602668951849266,1.2706409005342663,1.3804180388082639,1.4895507361651605,1.5985174483447753,1.707719167865148
PAH,1.6170402780712514,1.3063327690591056,1.0079959575845734,0.7297241527625223,0.4763249249346944,0.2398398288140255,-0.021210011012613234,-0.11735597948804552,-0.14760318964738808,-0.050818550721877374,0.11541031230968879,0.2657322612434185,0.38468485281979525,0.44527579529171335,0.42112767563957576,0.33542876252662013,0.26224414991983347,0.22711209878505437,0.1949610336452276,0.11694803176503887,-0.013059687077898122,-0.14706687640516927,-0.25792387747076584,-0.36992080337879707,-0.5229507395102564,-0.6626076671728649,-0.8089541904435348,-0.9596458935282088,-1.1101739620068996,-1.2565615392512075
HRS,-1.4018307480754992,-1.3188212406877753,-1.2329890314219611,-1.1444773013267473,-1.0546074645181331,-0.9658664769974372,-0.8778839343313134,-0.7763173392272344,-0.6779160579917505,-0.596229487858808,-0.5355673612721668,-0.4875073562855096,-0.445443877351464,-0.4087758608006664,-0.3591739160060709,-0.25946413237840815,-0.11025551511947133,0.07186385690613561,0.2797900203264636,0.4906109459603652,0.6911546399957772,0.8812473170490059,1.0444338921346883,1.1702837747430856,1.2242104389961042,1.269541921910884,1.3083391640983784,1.341552706912712,1.3700785185649544,1.3948255075131304
SXE,1.0914412588526463,1.0387484610208066,0.9805461818143957,0.9173665342603277,0.8503969919690376,0.7805576287413603,0.7082055069548868,0.6330688714719787,0.5527787549748351,0.44888600613851964,0.27047675976651075,0.08668117511673744,-0.08512909409153055,-0.2414171099464294,-0.3857138783605771,-0.5199885798280616,-0.6390769690923831,-0.7389546728516915,-0.8176123613448923,-0.8656892085836817,-0.8793364208551818,-0.8453289578339904,-0.7868506939871256,-0.7193341091727801,-0.6491798842694281,-0.5784976302876457,-0.5077981184817792,-0.4365619417772193,-0.3637070304573322,-0.2877990895907275
NCI,-0.9960885288334899,-1.0113947080030365,-1.0203720979078814,-1.0220918833500914,-1.0177920335805173,-1.012548469766827,-1.0153005344246406,-0.9387039636467279,-0.8309457856161454,-0.7117084078547733,-0.5998073330873941,-0.4936348863119365,-0.39581898968872975,-0.3150408258078413,-0.24493823498549266,-0.1661946450288496,-0.07050788967276465,0.04129006904806825,0.1632525712502359,0.28648873556941395,0.41702099049654096,0.5615276499928037,0.7216645006625669,0.8972424517196761,1.0916636735703402,1.2766227265759418,1.4600507894236945,1.6447066883749373,1.831449331903216,2.0194468136316863
LUB,0.7127734774851656,0.6490004914857629,0.5845564391645971,0.5201745486509405,0.45680610422521495,0.3954587567272265,0.33662455541684033,0.2801219474948125,0.2246796786291938,0.16716565528348384,0.09868733652714357,0.04616337200253185,0.004770372381349239,-0.01975282084527273,-0.027405320715206887,-0.02635133195965044,-0.027058124968234135,-0.035190913504545986,-0.05679274824416029,-0.09214876792400581,-0.15799808122747763,-0.21129007011658904,-0.25960498315061764,-0.30763033409146884,-0.35807814915537256,-0.41223738632676094,-0.47053332969427525,-0.5325514928335052,-0.5973557279402184,-0.6636946150237658
GNT,-1.7597626560194155,-1.591331182975764,-1.425457222315661,-1.2622988303369707,-1.1018178682488802,-0.943952843316124,-0.788480231317853,-0.6348567386608541,-0.4824701103341865,-0.330676920214164,-0.17857815729711482,-0.02569102607156642,0.12172144529728608,0.21546197681765203,0.28771034245212845,0.341069443704765,0.3785335251365953,0.4067625827343572,0.41969234701199803,0.43195917898634784,0.44239307678768386,0.4507356963511695,0.45707308258664875,0.4615179362342219,0.46425803506360974,0.46564220503150894,0.4660781831162992,0.46579701170464327,0.4649587777823826,0.463638679914733
HES,-1.1158522743577526,-1.0922067041797683,-1.0662954683140689,-1.0375891506227446,-1.0056910327213138,-0.9705809987777985,-0.932726272656708,-0.8932942038141226,-0.8240410421919475,-0.7476042420098321,-0.6629363652872761,-0.5668355693655579,-0.45933077625981716,-0.34426619208139986,-0.22898624439435802,-0.11934927706625567,-0.01593765541336903,0.08436084434273877,0.19024214435437792,0.31207972059010053,0.4543054699360365,0.6124852852424051,0.7761149115288049,0.9458928339196269,1.1115594823413661,1.2784968408197672,1.44789177007747,1.6194680809538662,1.792314338584212,1.9652996018640467
OOMA,-2.2254180477593084,-1.9740384712307637,-1.7160581854871415,-1.4562246375528614,-1.2001979178650353,-0.9505996394988334,-0.6528574956761523,-0.3229106916658064,-0.021504772624164947,0.18585022753025848,0.30702709764875796,0.37542816195817025,0.4138681659624041,0.4167874555207424,0.36997756007564914,0.29913386353333565,0.24682759362654688,0.22255925372928254,0.21457993091244637,0.21292080618241357,0.22209462158828305,0.26485885306477497,0.34618987197445306,0.45697500451958717,0.5877888235423601,0.7538716791690486,0.9212217948840354,1.0943628448620668,1.271215679910927,1.448242629417435
COP,-1.063657225902308,-1.041417356013252,-1.0215644334379737,-1.003067344686334,-0.9836537308808627,-0.9605560046520688,-0.9250949802100098,-0.8817811681177988,-0.8246107318986017,-0.7487445259893539,-0.6622591634561958,-0.5732499547701994,-0.4923935698582207,-0.41572873590929904,-0.33740112544237766,-0.254222120692343,-0.15870893426121194,-0.03922920604071709,0.11424326105888197,0.2960614324819116,0.49226940497394744,0.6952683367943046,0.8908765528950833,1.071400561539656,1.2290515451129365,1.3461858738866952,1.462573506686234,1.5768867228323495,1.6878268807552625,1.7941813271221463
UAL,1.875866748896429,1.7195099664356415,1.56500488544307,1.4119466261053393,1.2580052659744707,1.100277703495931,0.9339306452577161,0.7933674257115211,0.64776057484747,0.4666824040251651,0.2791665495018797,0.15114027486369375,0.08092573398777538,0.0313037369551842,-0.018116915372536978,-0.08608875480774202,-0.14567846490091368,-0.23487317378593825,-0.432416042503233,-0.625831873473845,-0.780616998329403,-0.9249118562857894,-1.0247481589811813,-1.034665670120006,-0.8720220553145814,-0.6984406481584484,-0.5164118155336852,-0.3255163036110581,-0.12661852584311695,0.07788218767340485
JBT,-1.1125007057629643,-1.1189936840575467,-1.1260546689592188,-1.131394177122657,-1.1336392137088038,-1.1382760651033998,-1.115035712816137,-1.0577105220744296,-0.9730412470328258,-0.8681733306701714,-0.7458814521864923,-0.6048388451545904,-0.44934149337968093,-0.27937589026028686,-0.09603695379760667,0.09343076668339195,0.28337919604964146,0.46478798517398334,0.6225493163159833,0.7434685652032067,0.8224278956756533,0.8743556870911288,0.8939115923162979,0.9206116191650445,1.0604691863796025,1.2351472484417747,1.3848430676816608,1.5365470753708625,1.69335710902853,1.855705056354816
PVG,-0.4871243443073611,-0.6175827370275696,-0.7303510113840715,-0.8314391699352408,-0.9302595578744364,-1.0363219807790773,-1.019845841494804,-0.9093122101127367,-0.7459928440458762,-0.5729475833440281,-0.39302194870610035,-0.20336720651563053,-0.008906744044729131,0.16671034844457686,0.30231416943254047,0.3812771497723201,0.38548216921704487,0.3005141222803808,0.1486803639359399,0.028655270035339242,0.010541749616475565,0.09191946505643657,0.21965747696286672,0.37465550647975854,0.611792512250817,0.8967302131194919,1.1732362877118045,1.4379392090710004,1.6881362567327844,1.9229231597265763
NHF,-1.4757586462668286,-1.383632927778384,-1.289495969532848,-1.1935818336099746,-1.0967357217161482,-1.000439986981889,-0.9052151394797089,-0.8147143661022335,-0.7311486441223937,-0.6518254752984216,-0.5804094266148454,-0.516640556072085,-0.44753872871706324,-0.35961563704658533,-0.24669050968203426,-0.1081426944489618,0.050676612238629425,0.21859649153252345,0.38629692616774297,0.5510547461120858,0.7069838132638928,0.8426821279364993,0.9508432600898594,1.0389989449477326,1.128153029573071,1.222138037636636,1.3165404095924802,1.4105476920022575,1.504722586012314,1.6004091590959382
CIB,-1.5310113989650505,-1.4427937836137246,-1.351292950125544,-1.255749667406113,-1.1547262005626686,-1.046041834058031,-0.922068658924158,-0.7041287899658543,-0.42752257694155876,-0.16802663749974758,0.0714937827174752,0.3094673642958353,0.5703251841456869,0.8300255077671272,1.00277750005282,1.0647399192522033,1.036615550034478,0.9677077233405617,0.8733901274213095,0.7674034453231512,0.6597213022277438,0.5517220371008504,0.44508063363430056,0.33991659408813607,0.243494943968399,0.14968890267829,0.05713045878696091,-0.034735024115357754,-0.12578075419304183,-0.21573040570932012
